UTC,Open,High,Low,Close,Volume
03.01.2017 00:00:00.000 UTC,0.69308,0.69308,0.69296,0.69302,204.32
03.01.2017 00:01:00.000 UTC,0.69302,0.69309,0.69302,0.69308,147.13
03.01.2017 00:02:00.000 UTC,0.69308,0.69309,0.69296,0.69303,177.12
03.01.2017 00:03:00.000 UTC,0.69303,0.69318,0.69298,0.69318,136.17
03.01.2017 00:04:00.000 UTC,0.69318,0.69323,0.69314,0.69322,90.66
03.01.2017 00:05:00.000 UTC,0.6932,0.69335,0.6932,0.6933,153.76
03.01.2017 00:06:00.000 UTC,0.6933,0.69349,0.69327,0.6934,156.59
03.01.2017 00:07:00.000 UTC,0.6934,0.69353,0.6934,0.6935,167.95
03.01.2017 00:08:00.000 UTC,0.69352,0.69354,0.69337,0.69351,174.04
03.01.2017 00:09:00.000 UTC,0.69351,0.69359,0.69343,0.69359,198.52
03.01.2017 00:10:00.000 UTC,0.69359,0.69359,0.69357,0.69359,171.52
03.01.2017 00:11:00.000 UTC,0.69359,0.69359,0.69352,0.69355,176.38
03.01.2017 00:12:00.000 UTC,0.69356,0.69357,0.6935,0.69355,57.75
03.01.2017 00:13:00.000 UTC,0.69354,0.69367,0.69351,0.69367,83.02
03.01.2017 00:14:00.000 UTC,0.69365,0.69378,0.69365,0.69376,44.47
03.01.2017 00:15:00.000 UTC,0.69375,0.69387,0.69375,0.69377,94.96
03.01.2017 00:16:00.000 UTC,0.69376,0.69379,0.69364,0.69366,63.98
03.01.2017 00:17:00.000 UTC,0.69368,0.69378,0.6936,0.6936,50.98
03.01.2017 00:18:00.000 UTC,0.69361,0.69373,0.69359,0.69366,49.03
03.01.2017 00:19:00.000 UTC,0.69367,0.6937,0.69357,0.69367,53.67
03.01.2017 00:20:00.000 UTC,0.69368,0.69368,0.6936,0.69366,30.1
03.01.2017 00:21:00.000 UTC,0.69365,0.69365,0.69353,0.69356,45.48
03.01.2017 00:22:00.000 UTC,0.69354,0.69369,0.69352,0.69369,76.83
03.01.2017 00:23:00.000 UTC,0.69369,0.69387,0.69366,0.69373,106.9
03.01.2017 00:24:00.000 UTC,0.69372,0.69388,0.69371,0.69385,90.42
03.01.2017 00:25:00.000 UTC,0.69383,0.69384,0.69368,0.6937,106.6
03.01.2017 00:26:00.000 UTC,0.69372,0.69374,0.69355,0.69363,94.39
03.01.2017 00:27:00.000 UTC,0.69361,0.69377,0.69361,0.69367,80.38
03.01.2017 00:28:00.000 UTC,0.69366,0.69368,0.69365,0.69368,71.18
03.01.2017 00:29:00.000 UTC,0.69367,0.69368,0.69364,0.69368,68.96
03.01.2017 00:30:00.000 UTC,0.69367,0.69368,0.69364,0.69366,69.1
03.01.2017 00:31:00.000 UTC,0.69367,0.69368,0.69363,0.69366,74.69
03.01.2017 00:32:00.000 UTC,0.69365,0.69369,0.69364,0.69369,88.25
03.01.2017 00:33:00.000 UTC,0.69368,0.69369,0.69365,0.69368,125.25
03.01.2017 00:34:00.000 UTC,0.69366,0.69369,0.69366,0.69367,27.94
03.01.2017 00:35:00.000 UTC,0.69369,0.69387,0.69369,0.69387,56.45
03.01.2017 00:36:00.000 UTC,0.69386,0.69387,0.69383,0.69385,43.19
03.01.2017 00:37:00.000 UTC,0.69387,0.69388,0.69367,0.69376,43.82
03.01.2017 00:38:00.000 UTC,0.69377,0.69386,0.69375,0.69386,25.7
03.01.2017 00:39:00.000 UTC,0.69387,0.69387,0.69375,0.69378,42.94
03.01.2017 00:40:00.000 UTC,0.69379,0.69382,0.69373,0.69375,60.02
