UTC,Open,High,Low,Close,Volume
01.01.2020 22:02:00.000 UTC,0.84593,0.84622,0.84593,0.84621,5.99
01.01.2020 22:03:00.000 UTC,0.84619,0.84619,0.84591,0.84591,9.93
01.01.2020 22:04:00.000 UTC,0.84592,0.84592,0.84591,0.84592,3.36
01.01.2020 22:05:00.000 UTC,0.84581,0.84589,0.8458,0.84589,35.93
01.01.2020 22:06:00.000 UTC,0.8459,0.84597,0.84583,0.8459,496.45
01.01.2020 22:07:00.000 UTC,0.84583,0.84584,0.84583,0.84583,336.87
01.01.2020 22:08:00.000 UTC,0.84583,0.84584,0.84571,0.84571,521.43
01.01.2020 22:09:00.000 UTC,0.84571,0.84599,0.84571,0.8459,497.99
01.01.2020 22:10:00.000 UTC,0.84592,0.846,0.84571,0.84573,569.8
01.01.2020 22:11:00.000 UTC,0.8459,0.846,0.84571,0.84574,590.65
01.01.2020 22:12:00.000 UTC,0.84597,0.84598,0.84571,0.84575,597.42
01.01.2020 22:13:00.000 UTC,0.84596,0.84606,0.84571,0.84585,594.83
01.01.2020 22:14:00.000 UTC,0.84575,0.84597,0.84571,0.84573,575.52
01.01.2020 22:15:00.000 UTC,0.84596,0.8463,0.84571,0.84579,519.74
01.01.2020 22:16:00.000 UTC,0.8458,0.846,0.84579,0.846,29.05
01.01.2020 22:17:00.000 UTC,0.846,0.84632,0.846,0.84628,111.61
01.01.2020 22:18:00.000 UTC,0.84628,0.84632,0.84625,0.8463,249.31
01.01.2020 22:19:00.000 UTC,0.84626,0.84631,0.84619,0.84619,172.24
01.01.2020 22:20:00.000 UTC,0.84624,0.84648,0.84619,0.84638,165.12
01.01.2020 22:21:00.000 UTC,0.84639,0.84646,0.84637,0.84645,176.5
01.01.2020 22:22:00.000 UTC,0.84641,0.84646,0.84637,0.8464,217
01.01.2020 22:23:00.000 UTC,0.8464,0.84644,0.84637,0.84638,169.5
01.01.2020 22:24:00.000 UTC,0.84638,0.84642,0.84632,0.84638,271
01.01.2020 22:25:00.000 UTC,0.84638,0.84642,0.84633,0.84638,283
01.01.2020 22:26:00.000 UTC,0.84638,0.84644,0.84563,0.84565,182.61
01.01.2020 22:27:00.000 UTC,0.84581,0.84644,0.8456,0.8456,51.53
01.01.2020 22:28:00.000 UTC,0.84577,0.84643,0.8456,0.8456,9.13
01.01.2020 22:29:00.000 UTC,0.8456,0.84573,0.8456,0.8456,6.75
01.01.2020 22:30:00.000 UTC,0.8456,0.8464,0.8456,0.84639,200.81
01.01.2020 22:31:00.000 UTC,0.84639,0.84644,0.84561,0.84641,244.85
01.01.2020 22:32:00.000 UTC,0.84641,0.84641,0.8464,0.8464,92
01.01.2020 22:33:00.000 UTC,0.8464,0.8464,0.84639,0.84639,21.31
01.01.2020 22:34:00.000 UTC,0.84639,0.84639,0.84573,0.8458,17.75
01.01.2020 22:35:00.000 UTC,0.84576,0.84598,0.84576,0.84598,8.75
01.01.2020 22:36:00.000 UTC,0.84589,0.84599,0.84586,0.84588,9.31
01.01.2020 22:37:00.000 UTC,0.84598,0.84599,0.84588,0.84588,10.25
01.01.2020 22:38:00.000 UTC,0.84588,0.84598,0.84588,0.84588,12.25
01.01.2020 22:39:00.000 UTC,0.84589,0.84604,0.84586,0.84594,79.55
01.01.2020 22:40:00.000 UTC,0.84596,0.84601,0.84587,0.84587,89.25
01.01.2020 22:41:00.000 UTC,0.84587,0.846,0.84587,0.84589,25.18
01.01.2020 22:42:00.000 UTC,0.84589,0.84605,0.84588,0.84588,107.77
01.01.2020 22:43:00.000 UTC,0.84589,0.84601,0.84589,0.8459,42.74
01.01.2020 22:44:00.000 UTC,0.84595,0.84607,0.84587,0.84587,56.22
01.01.2020 22:45:00.000 UTC,0.84587,0.84596,0.84587,0.84594,550.14
01.01.2020 22:46:00.000 UTC,0.84593,0.84596,0.84588,0.8459,308.17
01.01.2020 22:47:00.000 UTC,0.84591,0.84601,0.84589,0.8459,88.24
01.01.2020 22:48:00.000 UTC,0.8459,0.84593,0.84586,0.84591,31.81
01.01.2020 22:49:00.000 UTC,0.84593,0.84601,0.84588,0.84592,38.38
01.01.2020 22:50:00.000 UTC,0.84592,0.84598,0.84592,0.84596,23.75
01.01.2020 22:51:00.000 UTC,0.84595,0.84602,0.8459,0.8459,26.31
01.01.2020 22:52:00.000 UTC,0.8459,0.846,0.84589,0.84591,51.93
01.01.2020 22:53:00.000 UTC,0.84589,0.84605,0.84589,0.84594,30.5
01.01.2020 22:54:00.000 UTC,0.84603,0.84603,0.84587,0.84589,20.25
01.01.2020 22:55:00.000 UTC,0.84589,0.84589,0.84589,0.84589,2.5
01.01.2020 22:56:00.000 UTC,0.84589,0.8459,0.84585,0.84589,54.81
01.01.2020 22:57:00.000 UTC,0.84588,0.84591,0.84584,0.84584,289.79
01.01.2020 22:58:00.000 UTC,0.84584,0.84592,0.84584,0.84585,210.88
01.01.2020 22:59:00.000 UTC,0.84586,0.84588,0.84584,0.84584,45.02
01.01.2020 23:00:00.000 UTC,0.84584,0.84609,0.84584,0.84603,386.9
01.01.2020 23:01:00.000 UTC,0.84603,0.8463,0.8459,0.84598,449.36
01.01.2020 23:02:00.000 UTC,0.84599,0.84619,0.84594,0.84608,388.42
01.01.2020 23:03:00.000 UTC,0.84609,0.84634,0.84606,0.84613,339.99
01.01.2020 23:04:00.000 UTC,0.84614,0.84626,0.8461,0.84618,138.93
01.01.2020 23:05:00.000 UTC,0.84619,0.84625,0.84614,0.8462,89.92
01.01.2020 23:06:00.000 UTC,0.8462,0.84625,0.84617,0.84618,36.75
01.01.2020 23:07:00.000 UTC,0.84619,0.84621,0.84617,0.8462,25
01.01.2020 23:08:00.000 UTC,0.84619,0.84624,0.8461,0.84613,59.32
01.01.2020 23:09:00.000 UTC,0.84619,0.84621,0.84611,0.84614,44
01.01.2020 23:10:00.000 UTC,0.84614,0.84618,0.84614,0.84618,17
01.01.2020 23:11:00.000 UTC,0.84618,0.84618,0.84601,0.84605,52
01.01.2020 23:12:00.000 UTC,0.84605,0.84613,0.84603,0.84611,55.5
01.01.2020 23:13:00.000 UTC,0.84611,0.84615,0.84611,0.84613,14
01.01.2020 23:14:00.000 UTC,0.84613,0.84627,0.84613,0.84627,29
01.01.2020 23:15:00.000 UTC,0.84625,0.84627,0.84623,0.84623,9.25
01.01.2020 23:16:00.000 UTC,0.84623,0.84623,0.84621,0.84621,8.5
01.01.2020 23:17:00.000 UTC,0.84621,0.84621,0.84618,0.84618,12.75
01.01.2020 23:18:00.000 UTC,0.84617,0.84618,0.84617,0.84617,22.56
01.01.2020 23:19:00.000 UTC,0.84618,0.84619,0.84618,0.84619,16.43
01.01.2020 23:20:00.000 UTC,0.84619,0.8462,0.84619,0.8462,32.31
01.01.2020 23:21:00.000 UTC,0.8462,0.84626,0.8462,0.84621,18.24
01.01.2020 23:22:00.000 UTC,0.84622,0.84622,0.84621,0.84622,4.75
01.01.2020 23:23:00.000 UTC,0.84622,0.84624,0.84621,0.84624,14.12
01.01.2020 23:24:00.000 UTC,0.84626,0.84641,0.84626,0.8464,24.5
01.01.2020 23:25:00.000 UTC,0.84638,0.84651,0.84638,0.84651,34.75
01.01.2020 23:26:00.000 UTC,0.84651,0.84658,0.84648,0.84653,38.12
01.01.2020 23:27:00.000 UTC,0.84651,0.84652,0.84647,0.84647,34.27
01.01.2020 23:28:00.000 UTC,0.8465,0.84653,0.8465,0.84653,24.55
01.01.2020 23:29:00.000 UTC,0.84654,0.84656,0.84653,0.84655,23.87
01.01.2020 23:30:00.000 UTC,0.84656,0.84656,0.84655,0.84655,10.37
01.01.2020 23:31:00.000 UTC,0.84654,0.84657,0.84652,0.84653,29.36
01.01.2020 23:32:00.000 UTC,0.84653,0.84654,0.84651,0.84653,34.89
01.01.2020 23:33:00.000 UTC,0.84653,0.84654,0.84653,0.84653,19.57
01.01.2020 23:34:00.000 UTC,0.84652,0.84653,0.84652,0.84653,10.55
01.01.2020 23:35:00.000 UTC,0.84653,0.84653,0.84652,0.84653,19.85
01.01.2020 23:36:00.000 UTC,0.84653,0.8467,0.84652,0.84667,45.21
01.01.2020 23:37:00.000 UTC,0.84667,0.84668,0.84663,0.84663,34.8
01.01.2020 23:38:00.000 UTC,0.84664,0.84667,0.84664,0.84665,17.35
01.01.2020 23:39:00.000 UTC,0.84664,0.84665,0.84655,0.84655,45.23
01.01.2020 23:40:00.000 UTC,0.84655,0.84666,0.84655,0.84666,46.02
01.01.2020 23:41:00.000 UTC,0.84666,0.84668,0.84666,0.84668,12.37
01.01.2020 23:42:00.000 UTC,0.84669,0.84669,0.84662,0.84662,19.99
01.01.2020 23:43:00.000 UTC,0.84661,0.84663,0.8466,0.8466,9.25
01.01.2020 23:44:00.000 UTC,0.84661,0.84674,0.84661,0.84669,79.2
01.01.2020 23:45:00.000 UTC,0.84669,0.8467,0.84662,0.84664,55.25
01.01.2020 23:46:00.000 UTC,0.84663,0.84664,0.8466,0.8466,48.55
01.01.2020 23:47:00.000 UTC,0.8466,0.8466,0.8465,0.84652,40.07
01.01.2020 23:48:00.000 UTC,0.84653,0.8466,0.84653,0.84655,53.47
01.01.2020 23:49:00.000 UTC,0.84654,0.8466,0.84653,0.84654,88.97
01.01.2020 23:50:00.000 UTC,0.84653,0.84658,0.84651,0.84658,36.31
01.01.2020 23:51:00.000 UTC,0.84659,0.84665,0.84658,0.84662,53.48
01.01.2020 23:52:00.000 UTC,0.84663,0.84668,0.84663,0.84665,33
01.01.2020 23:53:00.000 UTC,0.84665,0.8467,0.84663,0.84665,63.37
01.01.2020 23:54:00.000 UTC,0.84666,0.84667,0.84661,0.84663,62.75
01.01.2020 23:55:00.000 UTC,0.84664,0.84665,0.84658,0.84663,50.56
01.01.2020 23:56:00.000 UTC,0.84662,0.84665,0.84658,0.84664,44.06
01.01.2020 23:57:00.000 UTC,0.84663,0.84664,0.84651,0.84664,69.61
01.01.2020 23:58:00.000 UTC,0.84663,0.84663,0.84658,0.84658,13.96
01.01.2020 23:59:00.000 UTC,0.84657,0.84663,0.84657,0.84663,30.56
